Lead Number,Prospect ID,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,City,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
606458,9a86139f-f457-4035-9398-b36b38efa708,Landing Page Submission,Direct Traffic,No,No,0,14.0,339,2.0,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Thane & Outskirts,No,No,Page Visited on Website
606428,c198d28b-6a09-4d74-ad9a-211a8becf950,API,Google,No,No,0,3.0,213,1.5,Page Visited on Website,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Page Visited on Website
606418,e4524600-524c-4a76-9c18-ae782ecaebda,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Modified
606410,f7cd58b6-0b6e-4c06-b9f8-e33213171de0,API,Direct Traffic,No,No,1,2.0,1279,2.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
606409,a4e1a77f-4ff4-4786-a5f3-3b5fc79dd450,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Modified
606404,ac96d81a-c83e-45ce-8417-1c1ca7a52ef5,API,Organic Search,No,No,1,6.0,504,6.0,SMS Sent,India,International Business,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Other Cities,No,No,SMS Sent
606393,3830dbdd-b294-481f-8548-9478febac48a,API,Google,No,No,1,2.0,1488,2.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Mumbai,No,No,SMS Sent
606387,3bcdcb6c-da6e-402f-a5e5-353e16a7c293,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Thane & Outskirts,No,No,SMS Sent
606383,f1d1bef7-e296-47bd-90bc-05beff0b595c,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Mumbai,No,No,Modified
606381,8f110697-2f4f-4a7b-bccb-f229a38d6825,API,Organic Search,Yes,No,0,11.0,33,3.67,Page Visited on Website,India,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,Yes,Page Visited on Website
606340,163be53d-4876-4162-959c-1795686f3f97,API,Google,No,No,0,3.0,49,1.5,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Email Opened
606337,315f89dc-b54a-4246-bddf-7536a9fb87ca,API,Olark Chat,No,No,0,0.0,0,0.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,SMS Sent
606336,515fd943-63cb-452c-88a6-d32b9fdbe9e4,Landing Page Submission,Direct Traffic,No,No,1,2.0,1757,2.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,Yes,SMS Sent
606332,3c73721c-01e4-45f1-8d9a-61a4aa17b302,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Worst,No,No,Mumbai,No,No,Email Opened
606327,8fdd7671-3ce6-4b30-a49b-7ba026797946,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Mumbai,No,No,Modified
606316,cbefca85-bd57-43f1-8c8e-b477385aa69e,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,India,Human Resource Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
606314,0819b48c-ed15-4d59-a9ae-46fd374c1c67,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
606311,7e16740e-e650-4677-b505-f76fca61f6da,Lead Add Form,Reference,Yes,No,1,0.0,0,0.0,SMS Sent,India,Marketing Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
606309,3a3be5e1-2759-4407-9a81-38eed5abb9dd,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Page Visited on Website,India,"Banking, Investment And Insurance",Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Mumbai,No,No,Page Visited on Website
606306,2dda3090-e7a8-40dc-8817-8dd9a46c0e67,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Unsubscribed,India,Supply Chain Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Mumbai,No,No,Modified
606303,aa5ff9e9-bd5c-4a6e-bc03-e19552725635,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Page Visited on Website,India,Finance Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Mumbai,No,No,Page Visited on Website
606298,ec151e94-3a48-4675-aac6-31c4100c994f,API,Google,No,No,0,2.0,289,2.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Mumbai,No,No,Modified
606276,610ba4d6-523b-4344-b401-fa3f8d03efd5,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
606271,00f30772-3107-4ccb-b3ef-103f6e645c32,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
606265,e1fdfa73-4de3-434a-b914-120b7298cabb,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,39,2.0,SMS Sent,India,International Business,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
606192,01869caf-451c-43b8-9a05-ffdea2627fe2,Landing Page Submission,Direct Traffic,No,No,1,3.0,110,3.0,Page Visited on Website,India,E-COMMERCE,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Tier II Cities,No,Yes,Modified
606187,430cc47a-70b5-46cd-8f13-f9547acacea7,Landing Page Submission,Direct Traffic,No,No,1,3.0,248,1.5,SMS Sent,India,IT Projects Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,Yes,SMS Sent
606186,95f2be9b-1a85-4144-8411-4958dda0a3db,Landing Page Submission,Direct Traffic,No,No,0,3.0,404,3.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Worst,No,No,Other Cities of Maharashtra,No,Yes,SMS Sent
606185,2d40ed8f-b4da-4475-9ada-b4c0aebd3907,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,223,1.5,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,Modified
606175,e0ec8f30-0787-440d-ab88-a39cce595bd3,API,Google,No,No,0,3.0,514,3.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
606165,3df82c97-5909-4c16-bcc6-7a96e3912093,Landing Page Submission,Organic Search,No,No,0,3.0,142,3.0,Converted to Lead,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Other Cities,No,No,Modified
606155,da194a54-4850-436c-a368-4b35d4a62858,Landing Page Submission,Organic Search,No,No,0,18.0,237,2.25,Page Visited on Website,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Thane & Outskirts,No,Yes,Page Visited on Website
606153,927866c7-4b30-4819-94a1-222d9d4638a6,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
606151,686ec38d-ee12-4073-beb7-c57dbf54e096,Landing Page Submission,Direct Traffic,No,No,0,1.0,442,1.0,Converted to Lead,India,E-COMMERCE,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Other Metro Cities,No,Yes,Modified
606149,1294544b-81de-428a-ad74-0cd0e236814b,Landing Page Submission,Direct Traffic,No,No,1,3.0,1607,3.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Thane & Outskirts,No,Yes,SMS Sent
606136,4102738b-1bff-4759-9d1a-f48432d47426,Landing Page Submission,Organic Search,No,No,0,6.0,22,6.0,SMS Sent,India,International Business,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
606135,d6bc6c1f-83f7-431a-829e-da868a44b1fa,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
606126,95010e5f-4436-4403-965e-23919c864ddf,Landing Page Submission,Direct Traffic,No,No,0,4.0,497,4.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,Yes,SMS Sent
606102,4fa7d2b7-9d8f-4a78-9cfd-683ac8935271,API,Google,No,No,0,4.0,99,4.0,Converted to Lead,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
606086,63133104-1c19-439f-a348-4022880c3cc6,Landing Page Submission,Google,No,No,1,3.0,1905,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Thane & Outskirts,No,No,Email Opened
606054,dad77ab8-27da-44ff-88b0-fac34b04b862,Landing Page Submission,Direct Traffic,No,No,1,4.0,1559,4.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Thane & Outskirts,No,No,Modified
606053,563ce1f9-eebc-43e6-961e-599ed2a0a001,Landing Page Submission,Direct Traffic,No,No,0,4.0,1086,4.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Other Metro Cities,No,Yes,SMS Sent
606038,67978eba-cee0-4234-9a20-ca2998944935,Landing Page Submission,Google,No,No,0,4.0,439,4.0,Page Visited on Website,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Thane & Outskirts,No,No,Modified
606035,408173b5-4b49-4244-b4e7-6985ecb78726,Landing Page Submission,Organic Search,No,No,1,21.0,1587,3.5,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,Yes,SMS Sent
606028,6b343dff-db0a-462b-9f10-26a9dd462f71,Landing Page Submission,Direct Traffic,No,No,1,2.0,1071,2.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Other Cities,No,Yes,SMS Sent
605983,cfd14f71-cc9b-4f7c-a768-cf8c3689f76d,Landing Page Submission,Direct Traffic,No,No,0,2.0,1213,2.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,Yes,SMS Sent
605966,7b7f9c48-8f29-446d-bafa-e51b7f6a501c,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
605931,ff674212-7044-4e5b-b9a2-29d44c811501,Landing Page Submission,Direct Traffic,No,No,0,5.0,743,1.67,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Cities of Maharashtra,No,Yes,Modified
605902,cc7a323c-3201-455b-a0c0-e60de6857814,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
605894,bd1ba5be-790e-46d8-bb3d-08a6236610d7,Landing Page Submission,Organic Search,No,No,1,5.0,698,5.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,Yes,SMS Sent
605884,ef984bb7-121e-4832-bb8a-153fc9116fba,Landing Page Submission,Organic Search,No,No,0,11.0,30,5.5,Email Opened,India,Retail Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Mumbai,No,Yes,Email Opened
605857,46a3a08b-e93f-4e1b-b7d7-2675e9c69a1b,Landing Page Submission,Direct Traffic,No,No,0,2.0,78,2.0,Page Visited on Website,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Cities of Maharashtra,No,Yes,Modified
605849,f3f64be9-b133-4300-ae4c-b3a9ff367e43,API,Organic Search,No,No,1,3.0,1158,3.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
605839,afe3ce0c-749f-48cd-aff7-784a38ac9f3f,API,Organic Search,Yes,No,0,8.0,40,8.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
605829,3d33b191-f58d-43d6-b819-3fb5daa52ae9,Landing Page Submission,Google,No,No,0,3.0,130,3.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Email Opened
605816,11999119-b19c-402b-8878-5d3f3ba07d44,Landing Page Submission,Direct Traffic,No,No,0,5.0,203,5.0,Page Visited on Website,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Mumbai,No,Yes,Modified
605805,a7ecac56-a49d-4fe9-a13d-de7e9d8ba8a7,Landing Page Submission,Direct Traffic,No,No,0,13.0,936,3.25,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Page Visited on Website
605793,e1a738e2-17e3-4eaf-9784-6300da7e253a,Landing Page Submission,Organic Search,Yes,No,0,2.0,374,2.0,Email Bounced,India,Healthcare Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Might be,No,No,Other Cities of Maharashtra,No,Yes,Modified
605788,38b190ed-233f-4158-9844-3bc687667acb,Landing Page Submission,Direct Traffic,No,No,0,2.0,33,2.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Cities,No,Yes,Email Opened
605787,573b653c-e2b4-4f8b-89bb-a5f9354153ae,API,Organic Search,No,No,0,4.0,1644,4.0,Email Opened,India,International Business,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Low in Relevance,No,No,Mumbai,No,No,Email Opened
605786,0c4a5449-bbf4-4917-9721-500adb0b2cb4,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Modified
605767,0908c6aa-2c72-49ee-87a9-ae87ada00b14,Landing Page Submission,Direct Traffic,No,No,1,8.0,1594,2.67,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Metro Cities,No,Yes,SMS Sent
605755,31a9844b-ddd9-43b9-bc0d-fe00d3606b91,API,Organic Search,No,No,1,4.0,1038,2.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
605734,4d70e7b6-80e7-4fef-a3b2-e905fe5db5d7,Landing Page Submission,Direct Traffic,Yes,No,0,6.0,378,3.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Mumbai,No,No,SMS Sent
605723,e6d341c3-dadb-4d9f-a2b0-88dd5f588076,Landing Page Submission,Google,No,No,1,4.0,618,4.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Tier II Cities,No,No,SMS Sent
605722,d1f046b4-6a73-4072-9d7f-a1b55264410d,API,Google,Yes,No,0,3.0,368,3.0,SMS Sent,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,SMS Sent
605698,3f1c546e-547d-4e50-b2bd-800b441803f7,Landing Page Submission,Google,No,No,1,22.0,759,4.4,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Mumbai,No,Yes,Page Visited on Website
605693,482073ae-0a65-4ea6-9365-833dfa771711,Landing Page Submission,Google,No,No,1,3.0,1052,3.0,Email Opened,India,IT Projects Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Mumbai,No,No,Email Opened
605681,f9668d9e-1d63-4ba7-afc4-7f40f1d29114,Landing Page Submission,Google,No,No,0,5.0,93,5.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Other Cities of Maharashtra,No,No,SMS Sent
605656,c20257e5-a6ec-4890-8fae-078b352adfa8,Landing Page Submission,Direct Traffic,No,No,0,2.0,866,2.0,Email Opened,India,Rural and Agribusiness,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Other Metro Cities,No,No,Email Opened
605655,ef1f67fe-4ac9-4651-b40d-b7d7ec3474c3,API,Google,No,No,0,3.0,303,3.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Email Opened
605654,73eea40a-1819-4797-880b-f325b28e5f93,API,Olark Chat,No,No,1,0.0,0,0.0,Email Opened,India,Others,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Mumbai,No,No,Email Opened
605652,61de6ddd-47c3-4931-bd2c-75c28c53e647,Landing Page Submission,Google,No,No,1,4.0,1052,4.0,SMS Sent,India,Marketing Management,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Mumbai,No,No,SMS Sent
605649,adf08a0e-9c83-4a16-bd5e-a11e83be43ba,Landing Page Submission,Direct Traffic,No,No,0,2.0,1191,2.0,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Might be,No,No,Other Cities of Maharashtra,No,Yes,SMS Sent
605638,b74bc27b-087d-4513-8ae5-75b96a686442,Landing Page Submission,Organic Search,No,No,0,6.0,1100,6.0,Page Visited on Website,India,Marketing Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Mumbai,No,Yes,Modified
605636,9837a328-9882-43e6-ac4b-4be283bc17c1,Landing Page Submission,Google,No,No,0,3.0,1411,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Mumbai,No,No,Email Opened
